text,isBot,score_tag,agreement,subjectivity,confidence,irony,joy,surprise,fear,sadness,anger,urlsCount,mentionsCount,isRetweet,wordsCount
....or of cancer  whatever comes first,0,N+,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.4738527834415436,0.27165529131889343,0.12220070511102676,0.070485919713974,0.06180533394217491,0,0,0,6
@Anke @cluudle invading Russia is generally a bad idea.,0,N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.3758498728275299,0.22557976841926575,0.18199075758457184,0.1643490046262741,0.0522305965423584,0,2,0,9
DJI  Phantom 3 #experiencewonder with LIVE video to YouTube looks like a total #mojo win!,0,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.5329465866088867,0.20833629369735718,0.1440107524394989,0.07361343502998352,0.041092902421951294,0,0,0,15
Reggie Watts on CoCoThis guy is amazing!  http://t.co/fT3sbsuUnS,0,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.30612874031066895,0.2944871783256531,0.2747337520122528,0.08383511006832123,0.04081520810723305,1,0,0,8
Moon rocks for the win.,0,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.5606497526168823,0.1688060462474823,0.15739139914512634,0.0643301010131836,0.04882270097732544,0,0,0,5
Praying hard for Joan Rivers. Man.,0,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.6970386505126953,0.10849025845527649,0.09213945269584656,0.08557179570198059,0.01675981841981411,0,0,0,6
Madre mía como se pone la prensa con Casillas...,0,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.3323668837547302,0.2970006763935089,0.21386533975601196,0.08382247388362885,0.07294467091560364,0,0,0,9
Do my dirt on the low that's the way it's supposed to go.,0,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.3706061840057373,0.3316686749458313,0.14760352671146393,0.10250724852085114,0.04761430248618126,0,0,0,13
RT @izayinegirl: Spread this http://t.co/YIjCRxUpC7,0,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.4724106788635254,0.3482063412666321,0.13431330025196075,0.03883577883243561,0.00623387610539794,1,1,1,5
Matt here- We are going to be spending the next few hours calling loved ones to let them know our positions and be open to phone interviews.,0,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.6117672920227051,0.1685006469488144,0.11461761593818665,0.09625087678432465,0.008863545954227448,0,0,0,27
#ネコ耳少女 玉ネギの皮ぐらい猿でむ剥けるぜ。 #ta4ad,0,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.27863019704818726,0.2119341790676117,0.19249510765075684,0.164072185754776,0.1528683602809906,0,0,0,3
so uncomfortable,0,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.2659507989883423,0.2189629077911377,0.17547346651554108,0.17194601893424988,0.16766676306724548,0,0,0,2
@Kevin_Gates,0,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.2987614870071411,0.27889370918273926,0.17609968781471252,0.13640305399894714,0.10984206199645996,0,1,0,1
@iAmirhasan Well now hope morkel is badly injured. :)India back in game50-50 contest for SA win and draw India still unlikely to win,0,P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.40292179584503174,0.2894931733608246,0.19174709916114807,0.09248087555170059,0.023357100784778595,0,1,0,23
@savvyrenaprice Oh shit... I forgot all about those,0,N+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.5549347996711731,0.15528249740600586,0.11981554329395294,0.11383292824029922,0.056134261190891266,0,1,0,8
You know what's so tight? When Blake Johnson hicks calls you. That's tight.,0,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.28686708211898804,0.26359695196151733,0.18112511932849884,0.17769578099250793,0.09071502089500427,0,0,0,13
@OG_rubberbrands welcome to the club fool.,0,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.4790840744972229,0.1638469249010086,0.12990590929985046,0.11494825780391693,0.11221476644277573,0,1,0,6
Estoy demasiado cansada para seguir viviendo.,0,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.3532960116863251,0.2794952392578125,0.14830750226974487,0.12006708979606628,0.09883420169353485,0,0,0,6
This is cool: ethiopia enduro trip teaser on Vimeo http://t.co/4qy6SpEs,0,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.36774352192878723,0.3113671541213989,0.19928735494613647,0.11497057229280472,0.006631416734308004,1,0,0,10
Let the same people design Iran verification as designed the Java update applet and Iran will never have nuclear weapons. #ISurrender,0,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.5739328861236572,0.22116082906723022,0.0862702876329422,0.06110874190926552,0.05752727761864662,0,0,0,21
RT @jonaaanperrea: #ChicoDivoNuncaMuere  @JaviMaestre #ChicoDivoNuncaMuere  @JaviMaestre ,0,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.27335840463638306,0.2619507610797882,0.20682263374328613,0.16128435730934143,0.09658382833003998,0,3,1,6
RT @GareebGuy: Kal Meri facebook wall bhi gir gayi.,0,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.5234460830688477,0.3071656823158264,0.09194788336753845,0.04161803424358368,0.03582233563065529,0,1,1,9
Pretty cool #quote I saw. Never get tired of doing little things for others Sometimes those little… http://t.co/NDO3bXgN09,0,P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.4730217754840851,0.4130820035934448,0.09116163104772568,0.01420924998819828,0.008525360375642776,1,0,0,18
That awkward moment when you have over a 100 drive ahead of you &amp; you've forgot your iPod...,0,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.567371129989624,0.1761719137430191,0.12332053482532501,0.07236725836992264,0.060769107192754745,0,0,0,18
RT @TwistMyMind: I just earned the 'Brew Bowl XLIX' badge on @untappd! http://t.co/bDPtBT8oOI #brewbowl,0,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.5272114276885986,0.18868666887283325,0.1374616026878357,0.12920108437538147,0.017439212650060654,1,2,1,14
Und wer nun noch diesen #IBES Schwachsinn guckt hat die Musik vom neuen McDonald's Spot gemacht?,0,N+,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.31055188179016113,0.24146804213523865,0.20592327415943146,0.1788366585969925,0.06322017312049866,0,0,0,16
RT @Gurpr33t_Singh: Just lost for words,0,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.6945672035217285,0.1238684356212616,0.08549518883228302,0.0635635107755661,0.032505616545677185,0,1,1,6
In the OKC area and need a place to worship; join us at Judah Christian Assembly @ Santa Fe &amp; 122nd Street! We welcome everyone #fellowship,0,P+,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.6224071383476257,0.20410487055778503,0.08523053675889969,0.045336224138736725,0.04292123019695282,0,0,0,26
?,0,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.23465749621391296,0.20552343130111694,0.20048463344573975,0.20000460743904114,0.1593298465013504,0,0,0,1
Steph right now ,0,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.2160867601633072,0.21371811628341675,0.21318423748016357,0.18305987119674683,0.17395099997520447,0,0,0,3
RT @Harry_Styles: Just dropped my phone on my face.,0,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.49778032302856445,0.3230363130569458,0.07541275024414062,0.05528928339481354,0.04848138242959976,0,1,1,9
RT @natalie_slater7: @WellsSiena this is an every day occurrence so I just spend my whole day sleeping,0,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.33970317244529724,0.26494696736335754,0.2429574728012085,0.08617764711380005,0.06621471047401428,0,2,1,17
気分はJK http://t.co/QXxqZCF6RA,0,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.41196995973587036,0.3347967267036438,0.19174741208553314,0.051224611699581146,0.010261302813887596,1,0,0,2
#transformationtuesday #babypic #potd #IWasCute #WhatHappened #baby #teen #kbye http://t.co/ELqWHfw6G6,0,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.482319176197052,0.32986679673194885,0.12497837841510773,0.05406716465950012,0.008768533356487751,1,0,0,9
RT @tmhespics: http://t.co/MHOR1d3TDD,0,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.5074552893638611,0.32957929372787476,0.12169957160949707,0.03528333455324173,0.00598248653113842,1,1,1,3
@lala_ayaa 今天出國 kha~??,0,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.4327862858772278,0.2090749442577362,0.1857292205095291,0.09627321362495422,0.07613639533519745,0,1,0,3
Ariel Rot Leiva y Loquillo together... http://t.co/i5WJhPBYij,0,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.4355809688568115,0.36643362045288086,0.14696115255355835,0.03719979524612427,0.01382453739643097,1,0,0,7
“@trueIoves: Relationship Goals,0,P+,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.31978222727775574,0.2760092616081238,0.18967631459236145,0.12327586114406586,0.09125633537769318,0,1,0,3
@BunchOfMe @KozmicFoxy cuz I'm fab,0,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.4912281632423401,0.273842990398407,0.10918033123016357,0.08798468112945557,0.03776385635137558,0,2,0,5
Me taking the precalc exam http://t.co/TWtlS0kHyE,0,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.8407306671142578,0.09516992419958115,0.047093167901039124,0.015223627910017967,0.0017826786497607827,1,0,0,6
RT @SeFutbol: ¡Feliz 41 cumpleaños a @8JULENGUERRERO! Fue 41 veces internacional y NUNCA PERDIÓ con la @SeFutbol. ¡Felicidades! http://t.co…,0,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.4323815703392029,0.2779986560344696,0.17814883589744568,0.08154241740703583,0.02992851287126541,1,3,1,19
Si saco los genes de la familia Sieben dentro de un tiempo no me voy a acordar de lo que hice ayer,0,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.4839619994163513,0.23840844631195068,0.19919602572917938,0.04528236389160156,0.033151183277368546,0,0,0,22
They're not going to make Felicity cheat guys. C'mon now.,0,P,AGREEMENT,OBJECTIVE,92,NONIRONIC,0.46539127826690674,0.37038686871528625,0.1134292483329773,0.035203658044338226,0.015588916838169098,0,0,0,10
How can Big Brother tell a house mate should not say a racist when BB themselves repeats the same sentence and its not bleeped out?!,0,N+,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.9039955139160156,0.06211180239915848,0.02553790621459484,0.0063616628758609295,0.001993105048313737,0,0,0,25
En el Real Sports viendo el España Francia a ver si conservamos este resultado! http://t.co/mFfuZSEx,0,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.437701553106308,0.3509173095226288,0.1312548667192459,0.07688744366168976,0.00323884142562747,1,0,0,15
RT @granniewinkle: this is so so so important https://t.co/Atx5ylB9WE,0,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.4500647187232971,0.38925400376319885,0.12102118134498596,0.035605043172836304,0.004055036697536707,1,1,1,9
My dads annoying sometimes. Lol,0,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.8202588558197021,0.10693645477294922,0.03238153085112572,0.026349101215600967,0.01407404150813818,0,0,0,5
Definitely ,0,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.2201663851737976,0.21651798486709595,0.2063959836959839,0.19259808957576752,0.16432151198387146,0,0,0,1
Roberto Martinez insists there have been no bids for duo #Baines and #Fellaini They've been previously linked with #ManUtd Moves,0,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.46362754702568054,0.2070249319076538,0.1455523669719696,0.1104520782828331,0.07334308326244354,0,0,0,20
Its too cold outside for angels to fly..,0,NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.4843260645866394,0.263039767742157,0.14905177056789398,0.061866287142038345,0.04171612858772278,0,0,0,8
why do I have to be so explicit with people I have just met,0,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.6656547784805298,0.21345356106758118,0.04525487869977951,0.040293313562870026,0.03534352779388428,0,0,0,14
@Elodiee_Avl Vous êtes en académique?,0,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.5426082611083984,0.19214335083961487,0.1464482694864273,0.07205628603696823,0.04674380645155907,0,1,0,5
Who I ask you....some body part idiom! Ha ha ha!!! http://t.co/OID09aA0GF,0,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.4235292077064514,0.27193233370780945,0.2658396065235138,0.032931990921497345,0.005766867659986019,1,0,0,11
#MCGsobig it is hard to hit boundaries!!!!,0,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.3097050189971924,0.3041979670524597,0.2600819170475006,0.10333628952503204,0.022678779438138008,0,0,0,7
Interesting way to get around the law... Free foie gras with $55 glass of wine  http://t.co/tkpChAVIF3,0,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.3992706537246704,0.3424947261810303,0.15210691094398499,0.09705224633216858,0.009075441397726536,1,0,0,16
RT @GovernorOMalley: How can you get pulled over in this country for a broken taillight but if you wreck the world’s economy you are untou…,0,N+,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.5070416927337646,0.2638193964958191,0.14097192883491516,0.04424702376127243,0.0439198762178421,0,1,1,25
@jigosison alam mo yung pakyu? Delete mo yan,0,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.37165114283561707,0.3025306165218353,0.15398859977722168,0.0939805805683136,0.07784910500049591,0,1,0,8
Girls I'm tryna kick it witcha *dances vigorously*,0,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.45520853996276855,0.2626110315322876,0.14374952018260956,0.12005947530269623,0.01837143301963806,0,0,0,8
@wizkhalifa I love this song!!!!!! Keep doing what you do! Never stop the music coming!,0,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.6043298840522766,0.18745598196983337,0.10220630466938019,0.07041752338409424,0.035590291023254395,0,1,0,15
@KimPiggie it's okay and thanks,0,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.3962947130203247,0.22749105095863342,0.14644721150398254,0.12157373130321503,0.10819327086210251,0,1,0,5
Congrats petron! @Abymarano @ibyangperez @rachdaquis03 @dindinquicker16 @maicamorada @FilleisFly @iamjenreyes! !,0,P+,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.5787240266799927,0.2600839138031006,0.06594844907522202,0.06511610746383667,0.03012753650546074,0,7,0,10
Reading relaxes me,0,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.2918339967727661,0.26744627952575684,0.17139708995819092,0.13961927592754364,0.1297033429145813,0,0,0,3
@girlnamedAYA bukas tulungan na kita sa illustration kahit di ako maalam ,0,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.4923573434352875,0.2709713578224182,0.14593172073364258,0.05263105034828186,0.038108520209789276,0,1,0,11
I hope this NCAE will help me discover who I really am and who I want to be,0,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.42997872829437256,0.18392647802829742,0.16155365109443665,0.1457408219575882,0.07880032062530518,0,0,0,18
@pinedachum Ay ano po ba yun? ,0,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.5719149112701416,0.18651986122131348,0.1589188575744629,0.06437984853982925,0.01826649159193039,0,1,0,6
RT @irish_horanxxx: @HarryEStylesPH #HESPHSpam ,0,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.36948731541633606,0.2456427365541458,0.19543862342834473,0.13103285431861877,0.058398447930812836,0,2,1,4
CIRES SASMEX:Sismo del 2015-04-28 16:49:18: Primera detección:GR30 Lat:-99.46076 Long:16.85646 http://t.co/8DvPqZ4DnS,0,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.415252149105072,0.2608981728553772,0.22140632569789886,0.07162109017372131,0.030822303146123886,1,0,0,10
RT @ahuntre: I marvel that John McCain all but admits that he and others sign things that they don't actually read. Is this the way to guid…,0,P+,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.6231096982955933,0.1623305380344391,0.08250739425420761,0.07042008638381958,0.06163225322961807,0,1,1,27
The flames of romance or of friendship may be rekindled today ... More for Capricorn http://t.co/w2gh9pNfo4,0,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.47887665033340454,0.37619271874427795,0.0698067843914032,0.06814795732498169,0.006975823547691107,1,0,0,16
Yawwwn. Im so frustrated and sleepy. Weird mix.,0,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.5489572286605835,0.21186384558677673,0.14422103762626648,0.06577491760253906,0.02918299287557602,0,0,0,8
Can never have to many birds,0,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.5078953504562378,0.2783106863498688,0.1245633214712143,0.0556609220802784,0.033569712191820145,0,0,0,6
RT @WorIdOfDancing: He snapped https://t.co/WrkMMLHeps,0,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.6211552023887634,0.24469900131225586,0.10552136600017548,0.024499166756868362,0.004125305917114019,1,1,1,5
@jcvansteenwyk it's totally cool :) of course I would follow you!! I miss you. And would love to hear your British Harry Potter accent soon!,0,P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.6840108036994934,0.12800996005535126,0.11810435354709625,0.04238234460353851,0.027492575347423553,0,1,0,25
Good morning rainy Friday! ,0,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.8239403963088989,0.08777913451194763,0.04643361270427704,0.03104126825928688,0.010805602185428143,0,0,0,4
@sheowhunter: “@SHEOCOLATES: @sheowhunter: “@SHEOCOLATES: @sheowhunter: “@SHEOCOLATES: I just woke up now #VoteTrisMTV”””,0,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.3186924159526825,0.2636392116546631,0.19061961770057678,0.1494438499212265,0.07760484516620636,0,6,0,12
RT @_LadyBoners: Thinking about me ,0,NONE,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.36537373065948486,0.30805763602256775,0.13521957397460938,0.10939788818359375,0.08195121586322784,0,1,1,5
RT @partnervi: 승짱의  최연소 팬????너무 귀엽다ㅠㅠ(@ForvictoRi )#승리  #승리파트너  #seungri http://t.co/yyfZWVfv,0,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.5427798628807068,0.29229462146759033,0.07987970113754272,0.06343185901641846,0.021613994613289833,1,2,1,10
@1updan Yeah that mechanism that stops checking and downloading in the Podcasts app is a bit overzealous.,0,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.37625908851623535,0.2597362995147705,0.2169540822505951,0.10541239380836487,0.04163811355829239,0,1,0,17
RT @Independent: The rich are 64% richer than before the recession while the poor are 57% poorerhttp://t.co/leONQIGGvN http://t.co/ZWWhIG…,0,N,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.7057046294212341,0.14273056387901306,0.10623568296432495,0.03328653424978256,0.012042583897709846,2,1,1,18
@DevJayy http://t.co/XJVq35I58v,0,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.39952027797698975,0.39025405049324036,0.15289196372032166,0.0483894944190979,0.008944234810769558,1,1,0,2
In need of a dancer partner for tonight,0,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.3323671221733093,0.2917519509792328,0.26450493931770325,0.09256193786859512,0.018814001232385635,0,0,0,8
Nothing makes me want to join the military more than watching war movies or my brother saying he is going to join.,0,NEU,DISAGREEMENT,OBJECTIVE,86,NONIRONIC,0.3922378420829773,0.21420250833034515,0.1871165931224823,0.15967625379562378,0.04676675796508789,0,0,0,22
Soul Surfer :),0,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.7787782549858093,0.11878567934036255,0.07030199468135834,0.01773075759410858,0.014403322711586952,0,0,0,3
@TheVampsJames oh,0,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.31373780965805054,0.22911541163921356,0.17786303162574768,0.1442459374666214,0.13503777980804443,0,1,0,2
@ohmygASH_ hahaha look on the bright side atleast that person is thanking you hahaha ,0,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.6073768138885498,0.13225772976875305,0.13128338754177094,0.09070409834384918,0.03837800398468971,0,1,0,14
the romanian guys are just standing and staring at their embassy. its quite interesting tbh,0,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.2975647449493408,0.27707427740097046,0.22627975046634674,0.1591416299343109,0.03993959724903107,0,0,0,15
@ntlk Wow. In Scotland you just change your name. There isn't a Deed Poll up north your name is what you go by.,0,NONE,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.44569090008735657,0.2514945864677429,0.21015113592147827,0.05275655537843704,0.03990683704614639,0,1,0,23
HFS; I just broke another nail. SHOOT ME NOW!,0,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.3609886169433594,0.3290387690067291,0.1613524854183197,0.1363263726234436,0.012293756008148193,0,0,0,9
Yay just became a Great Aunty! Welcome to the world Mackenzie Darling Pickett ,0,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.8786426186561584,0.09010782837867737,0.01442653313279152,0.013474508188664913,0.0033485351596027613,0,0,0,13
Fuck ang tagal nyo gutom nko @RonAngeloPineda @han_patricia @JazeelCortez,0,N+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.32524368166923523,0.30602338910102844,0.17974694073200226,0.09967119991779327,0.0893147736787796,0,3,0,9
ang galing ko pala mgbeer pong. HAHA. ,0,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.3301771879196167,0.21125444769859314,0.20306792855262756,0.1487082988023758,0.10679217427968979,0,0,0,7
?,0,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.23465749621391296,0.20552343130111694,0.20048463344573975,0.20000460743904114,0.1593298465013504,0,0,0,1
@jkellone haha,0,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.3532094359397888,0.19381707906723022,0.1717597395181656,0.15253406763076782,0.12867963314056396,0,1,0,2
EXO Lay Composed 'Hurt'?: https://t.co/K2eupOs52P via @YouTube,0,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.4310853183269501,0.35586750507354736,0.131194069981575,0.0710810050368309,0.010772161185741425,1,1,0,7
@shan_daar @kaamkicheez Yeah honestly I loved Vista :D. Used it for 7 odd years on my laptop despite getting a 7 upgrade,0,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.49936625361442566,0.3409312963485718,0.09693831950426102,0.037078216671943665,0.02568582445383072,0,2,0,22
@Dimoo_666 @inmanimalsuxx salam maricón. Metralleta coche bomba viva alá,0,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.34188687801361084,0.25301796197891235,0.16611692309379578,0.16451524198055267,0.07446303218603134,0,2,0,9
One hell ride to fuck,0,N+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.5788728594779968,0.19262446463108063,0.11336575448513031,0.07255473732948303,0.042582206428050995,0,0,0,5
Nothing is quite like finishing the first draft of slides to make me believe I'll actually have to speak in front of a live audience.,0,N,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.6071056127548218,0.14531639218330383,0.11120389401912689,0.09557650983333588,0.040797553956508636,0,0,0,25
RT @Bombfantasyyy: Always love yourself :),0,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.8709409236907959,0.061704058200120926,0.027567870914936066,0.02595866285264492,0.013828489929437637,0,1,1,6
RT @artofmanliness: Cool Uncle Tricks: How to Bounce a Dinner Roll http://t.co/gpM7RAxjPQ http://t.co/yGCE73JTpY,0,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.5794634819030762,0.18742217123508453,0.17439767718315125,0.0500154010951519,0.008701317012310028,2,1,1,13
@xShadesOfSpobyx @theoopieterse i hope not haha,0,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.6315855979919434,0.16599728167057037,0.10416960716247559,0.057748597115278244,0.04049895331263542,0,2,0,6
@kILLberj say hi to jensen bitch,0,N+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.3910159170627594,0.3711618185043335,0.089178666472435,0.07661131024360657,0.07203229516744614,0,1,0,6
@themcconicowire the new update has made the battery life even worse. It's frustrating,0,N+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.5224034786224365,0.37355971336364746,0.04889368265867233,0.03561318665742874,0.01952989026904106,0,1,0,13
@realstevegray @johnjcampbell @rogerdodgernz @campbelllivenz how was last night's show - not a dry eye in the house,0,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.5136948227882385,0.21001507341861725,0.17684069275856018,0.0665912926197052,0.03285805508494377,0,4,0,17
RT @maliaaa69: @7_randy: I DROPPED MY FUCKING PHONE ,0,N+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.4246860444545746,0.3184294104576111,0.09916231036186218,0.08395358920097351,0.07376863062381744,0,2,1,8
@camerondallas s new pictures got me like a crazy ,0,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.5329528450965881,0.1707358956336975,0.16363859176635742,0.07510942220687866,0.057563211768865585,0,1,0,9
Fuck it. Equal on GD.,0,N+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.48079735040664673,0.21365070343017578,0.1616934835910797,0.12088307738304138,0.022975370287895203,0,0,0,5
@Lk323Lk Starbucks can't fill this hole in my heart Nataly,0,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.35209208726882935,0.2879617512226105,0.2655734717845917,0.07627220451831818,0.018100440502166748,0,1,0,10
RT @JazzSpotlight: How to Play a Successful #HouseConcert with @ShannonCurtis http://t.co/sFNdGgWVCd #success #gigs #shows #livemusic,0,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.4530482292175293,0.22851410508155823,0.12905314564704895,0.1272314190864563,0.062153108417987823,1,2,1,15
RT @Quotes4Writers: I was always interested in people—in what happens to them and what they choose to do or not do and why. D Macomber ...,0,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.4025159776210785,0.27218523621559143,0.19122986495494843,0.08904777467250824,0.04502109810709953,0,1,1,26
i am tired of interesting things ͔͓̠̳̣̠̬̘̮̜̱͔̞̙͚̗̭̮̰,0,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.6096307039260864,0.2064496874809265,0.0813603475689888,0.05923732370138168,0.043321967124938965,0,0,0,7
Grabe @carissacrndng nasuka ako ,0,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.25786909461021423,0.23768427968025208,0.22096751630306244,0.153811976313591,0.12966714799404144,0,1,0,4
@fu_2yn おいで〜,0,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.24727530777454376,0.24133342504501343,0.19395262002944946,0.17357581853866577,0.14386285841464996,0,1,0,2
RT @BlackScholars: NJ teen accepted to seven Ivy League schools http://t.co/uJnPG8KyzU,0,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.40231168270111084,0.37624192237854004,0.13815844058990479,0.07595056295394897,0.007337402086704969,1,1,1,11
I wish I didn't get angry so easily,0,P,AGREEMENT,SUBJECTIVE,90,IRONIC,0.7359081506729126,0.18515276908874512,0.05694539099931717,0.011549895629286766,0.010443748906254768,0,0,0,8
team BAMBOO!,0,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.31475526094436646,0.22925996780395508,0.1797248125076294,0.1740523725748062,0.10220760107040405,0,0,0,2
@A3MARK won't let The Pokey sit on his head. I told him he better get control if his life. #rude,0,NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.4060545563697815,0.261279821395874,0.20916171371936798,0.06233815476298332,0.06116579473018646,0,1,0,20
Me all through high school “@CollegeHumorLol: How you look when your teacher tells you to stop laughing http://t.co/XPTW1Hp8OW”,0,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.4964601397514343,0.37703853845596313,0.10934274643659592,0.014439349062740803,0.0027191948611289263,1,1,0,18
